window_kind,window_start_time_utc,window_score,epoch_iso,t_s,dist_m,lon,lat,visible_total,los_total,nlos_obstacles,vegetation_degraded,gnss_denied_tunnel_or_covered,pdop_present,pdop_los_total,pdop_los_gps,pdop_los_galileo,svi_total,svi_gps,svi_galileo
best,21:15:00,97.11863655568953,2026-05-09T21:20:15+00:00,315,2625.0,11.33028181380405,44.50725903916923,21,19,2,0,0,1.0760972268592024,1.22655922138333,1.6554456284004018,2.054622720409991,0.9047619047619048,0.9,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:20:22+00:00,322,2683.333,11.330009264072828,44.50774628867078,21,0,21,0,1,1.076128715787602,,,,0.0,0.0,0.0
best,21:15:00,97.11863655568953,2026-05-09T21:20:29+00:00,329,2741.667,11.329737102998365,44.508233331034084,21,19,2,0,0,1.0761578547979254,1.2921741565192064,1.745995070704183,2.0563833135430944,0.9047619047619048,0.9,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:20:36+00:00,336,2800.0,11.329450744440123,44.508716454372454,21,21,0,0,0,1.0761846435134037,1.0761846435134037,1.5236138300053284,1.602017263587536,1.0,1.0,1.0
best,21:15:00,97.11863655568953,2026-05-09T21:20:43+00:00,343,2858.333,11.329232466654048,44.5092150671168,21,19,2,0,0,1.0762090842840952,1.2313267127780239,1.5240507352626924,2.2181994100271276,0.9047619047619048,1.0,0.8181818181818182
best,21:15:00,97.11863655568953,2026-05-09T21:20:50+00:00,350,2916.667,11.328972526244456,44.509705336184396,21,20,1,0,0,1.0762311727642768,1.1342647508446406,1.7438763860060222,1.6014238509610292,0.9523809523809523,0.9,1.0
best,21:15:00,97.11863655568953,2026-05-09T21:20:57+00:00,357,2975.0,11.328688012249472,44.510184472445495,21,19,2,0,0,1.0762509136042184,1.292401741694055,1.7431734173333169,2.0598388930631106,0.9047619047619048,0.9,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:21:04+00:00,364,3033.333,11.328520664333269,44.51069486583397,21,18,3,0,0,1.0762683057152889,1.17653023818842,2.076843989556787,1.6251036676580168,0.8571428571428571,0.8,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:21:11+00:00,371,3091.667,11.328282702804245,44.51118729742273,21,18,3,0,0,1.0762833470031998,1.2370016361694074,1.5793268647101446,2.1879858641425303,0.8571428571428571,0.9,0.8181818181818182
best,21:15:00,97.11863655568953,2026-05-09T21:21:18+00:00,378,3150.0,11.32786564648677,44.51161928183804,21,21,0,0,0,1.0762960449045764,1.0762960449045764,1.5262137294938394,1.6001882346613452,1.0,1.0,1.0
best,21:15:00,97.11863655568953,2026-05-09T21:21:25+00:00,385,3208.333,11.327596116895506,44.51209776621527,21,20,1,0,0,1.0763063911996529,1.1963534673557514,1.5266419790077321,2.063205450173872,0.9523809523809523,1.0,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:21:32+00:00,392,3266.667,11.32738193949001,44.512599539335866,21,19,2,0,0,1.0763143846748424,1.236110243869802,1.6037741608998926,2.064033146554558,0.9047619047619048,0.9,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:21:39+00:00,399,3325.0,11.327311731399732,44.51311605990581,21,21,0,0,0,1.0763200455478175,1.0763200455478175,1.5274941183464097,1.5992192656312474,1.0,1.0,1.0
best,21:15:00,97.11863655568953,2026-05-09T21:21:46+00:00,406,3383.333,11.327409323609686,44.51353033819527,21,20,1,0,0,1.076323447368034,1.1324563474639386,1.738300138024863,1.5988885855610229,0.9523809523809523,0.9,1.0
best,21:15:00,97.11863655568953,2026-05-09T21:21:53+00:00,413,3441.667,11.326863967366194,44.51378028394168,21,18,0,3,0,1.0763244939259942,1.2421439310070468,1.6650082062505471,1.996431198186644,0.8571428571428571,0.9,0.8181818181818182
best,21:15:00,97.11863655568953,2026-05-09T21:22:00+00:00,420,3500.0,11.326573180906166,44.51425909214485,21,20,1,0,0,1.076323102040814,1.1319827837616085,1.736922636566997,1.5982147349447484,0.9523809523809523,0.9,1.0
best,21:15:00,97.11863655568953,2026-05-09T21:22:07+00:00,427,3558.333,11.326191252138642,44.51470640439877,21,18,0,3,0,1.076319369329968,1.174990844441481,2.073366936921043,1.6221243184357281,0.8571428571428571,0.8,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:22:14+00:00,434,3616.667,11.325699744491544,44.5150963701053,21,18,3,0,0,1.0763133091515227,1.323946787803479,1.7355518910015537,2.1921314157704463,0.8571428571428571,0.9,0.8181818181818182
best,21:15:00,97.11863655568953,2026-05-09T21:22:21+00:00,441,3675.0,11.325283447252446,44.51551982913669,21,17,4,0,0,1.0763048992135626,1.4048195564670711,2.072563885313806,2.192558663074968,0.8095238095238095,0.8,0.8181818181818182
best,21:15:00,97.11863655568953,2026-05-09T21:22:28+00:00,448,3733.333,11.325050884927464,44.51601569943714,21,16,4,1,0,1.0762941352805906,1.4214781119254958,2.3084966622897802,2.3741369260890357,0.7619047619047619,0.8,0.7272727272727273
best,21:15:00,97.11863655568953,2026-05-09T21:22:35+00:00,455,3791.667,11.324907673917437,44.516529485948176,21,11,10,0,0,1.0762810352526513,2.708448297102284,2.993170895699929,10.279775425906623,0.5238095238095238,0.7,0.36363636363636365
best,21:15:00,97.11863655568953,2026-05-09T21:22:42+00:00,462,3850.0,11.324791643235017,44.51704589192303,21,18,3,0,0,1.0762655992781611,1.205854692052707,2.0474780645505324,1.997905335686798,0.8571428571428571,0.9,0.8181818181818182
best,21:15:00,97.11863655568953,2026-05-09T21:22:49+00:00,469,3908.333,11.324548969198077,44.51753727715003,21,16,5,0,0,1.0762478200443975,1.191756132645365,1.5993806759976914,2.0412490853687486,0.7619047619047619,0.9,0.6363636363636364
best,21:15:00,97.11863655568953,2026-05-09T21:22:56+00:00,476,3966.667,11.324203450382015,44.518000204638064,21,17,4,0,0,1.0762277050313989,1.3315937878477186,1.777504426575608,2.1945971927554506,0.8095238095238095,0.8,0.8181818181818182
best,21:15:00,97.11863655568953,2026-05-09T21:23:03+00:00,483,4025.0,11.323765882551015,44.518421127310354,21,16,4,1,0,1.0762052656677035,1.6644561533787308,3.2405520234510616,2.2451774077181295,0.7619047619047619,0.7,0.8181818181818182
best,21:15:00,97.11863655568953,2026-05-09T21:23:10+00:00,490,4083.333,11.32321028872991,44.51875985563558,21,18,3,0,0,1.0761805233219768,1.3459439679081273,2.1069058042685262,2.0750119034042718,0.8571428571428571,0.8,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:23:17+00:00,497,4141.667,11.32264145247973,44.51902916199055,21,19,2,0,0,1.076153489210328,1.243798558232954,1.613932871191476,2.075751323715687,0.9047619047619048,0.9,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:23:24+00:00,504,4200.0,11.322193319881194,44.51861331989175,21,20,1,0,0,1.0761245528908017,1.1289668162276105,1.7288037355535808,1.5938426268350747,0.9523809523809523,0.9,1.0
best,21:15:00,97.11863655568953,2026-05-09T21:23:31+00:00,511,4258.333,11.321884420986635,44.518143262970696,21,21,0,0,0,1.0760933443434542,1.0760933443434542,1.5340921962394398,1.5934544672849493,1.0,1.0,1.0
best,21:15:00,97.11863655568953,2026-05-09T21:23:38+00:00,518,4316.667,11.321791798628169,44.51762348974298,21,21,0,0,0,1.0760598751365233,1.0760598751365233,1.5344914949152857,1.5930627199170795,1.0,1.0,1.0
best,21:15:00,97.11863655568953,2026-05-09T21:23:45+00:00,525,4375.0,11.321721511553164,44.517101336676,21,20,1,0,0,1.0760240876962737,1.2024183377382986,1.5348891884127551,2.0786583154004683,0.9523809523809523,1.0,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:23:52+00:00,532,4433.333,11.321521640658375,44.51660164066548,21,20,1,0,0,1.0759859448166365,1.2026962224297235,1.535285221406278,2.0793699982594225,0.9523809523809523,1.0,0.9090909090909091
best,21:15:00,97.11863655568953,2026-05-09T21:23:59+00:00,539,4491.667,11.321095671746093,44.51617537394603,21,20,1,0,0,1.075945402812712,1.1276274992944046,1.725498653392768,1.5918643506336214,0.9523809523809523,0.9,1.0
